epoch,categorical_accuracy,loss,lr,val_1-shot_5-way_acc,val_loss
1,0.6413333333333334,3.1248564052100507,0.001,0.56,1.1930771794564956
2,0.6906666666666667,1.4966185341233063,0.001,0.7,1.3874450367288715
