epoch,categorical_accuracy,loss,lr,val_1-shot_5-way_acc,val_loss
1,0.29733333333333334,2.2908880733978103,0.001,0.3,2.058387121346762
2,0.36133333333333334,1.7418731719399887,0.001,0.46,1.415031428749744
